Gene_symbol Ratio_2h Ratio_6h Ratio_12h Ratio_18h Ratio_24h Count_2h Count_6h Count_12h Count_18h Count_24h
TCERG1 0.00116905651495257 0.00184783251760133 0.000245279006257367 0.0110499726209691 -0.040822310107341 46 50 42 51 50
TCF12 -0.112766845428428 -0.563158130402808 -0.909197062991687 -0.980390956061472 -1.25906152925887 7 7 6 6 7
TCF20 0.0855120140821886 -0.0373119306419666 -0.17951105027151 0.0509656616166687 -0.500394166415795 9 12 6 7 14
TCF25 -0.140778655782796 -0.0522767654523578 -0.240131118330748 -0.173255383020972 0.0296469593566109 3 3 3 5 4
TCF3 0.132056105717179 -0.265556915602505 -0.618050670053344 -0.680774425492461 -0.68885174386588 6 7 4 5 8
TCF7 -0.0692897127155347 -1.4075159119463 -1.91188328940579 -1.94136927826228 -2.08797193790006 16 13 8 8 8
TCHH -0.143524032521613 -0.124195771587192 -0.0560285389227513 0.0471148107658159 0.0217018474101221 3 5 5 5 5
TCP1 0.0278808623361612 0.0710574503776232 -0.0018742855313508 -0.00259451670845239 -0.057554246458089 63 68 64 80 72
TDP1 0.107616746202028 -0.127104965139401 0.00971310776737631 0.057451714879662 0.182049359485885 4 6 4 4 6
TECR 0.0147473264798431 -0.0897693086335085 0.0504127760715617 -0.00820001383213612 0.124833310972231 11 11 11 11 9
TELO2 0.181689323968571 0.196855641867676 0.0164682236838605 -0.057692867168346 -0.034215715337913 10 10 12 10 13
TERF2 0.038806395846509 -0.0832474137479362 -0.164914969552451 0.0623693573381545 -0.0137838154330997 9 8 9 8 9
TERF2IP -0.048096653272944 0.13384372432621 -0.0100636833446974 -0.167486389965649 0.0433485444289391 14 19 18 17 20
TEX10 0.0543323730354832 -0.139076515046112 -0.145742660277606 -0.0859684538621651 -0.277151610677493 11 11 7 9 13
TFAM -0.0606008295541171 -0.162725652846203 -0.227124934449926 -0.34698524674227 -0.0747794264966133 13 18 15 16 16
TFAP4 -0.0604624879861069 -0.414893222560799 -0.804384035441342 -0.981341227700802 -1.17331935353604 4 4 3 2 3
TFDP1 -0.0709388213434375 0.0248834502877441 -0.498455128471235 -0.265916914366915 -0.272978695373574 6 4 5 3 4
TFDP2 -0.118226813792948 -0.493749794473168 -0.423524388244335 -0.587461007377938 -0.894526770257394 4 5 6 3 5
TFG -0.107821755912854 0.0193896949214236 -0.0418036876570852 -0.0112093614203034 -0.0179219079972623 10 10 8 9 11
TFIP11 0.0301477468264449 0.00859516152029148 0.101567181218932 -0.0957219222733257 -0.0865120465742818 16 18 17 21 21
TFRC -0.0818849667292274 -0.0526941113038451 -0.139207520271254 -0.177216200836064 -0.160533008760908 59 65 54 77 65
TGM6 -0.0801118598615982 0.00150118359337034 -0.138683427979272 -0.0923427689954471 -0.164528860881369 3 3 3 3 4
TGS1 0.126281278625135 -0.0622598944701261 -0.138814468902282 -0.211261449712961 -0.159370846660203 3 3 5 6 6
TH1L -0.0196307563355084 -0.0248869993131796 -0.0166389421137891 -0.0416635317293615 0.0412241263309201 7 13 9 11 10
THADA 0.129228916895303 0.160201616493081 -0.0109230271847919 0.108409722000638 0.235840712616462 2 6 6 6 9
THEMIS 0.111398957925193 0.0428134311763744 0.00264255059676824 -0.0274371827068512 -0.231678161798511 29 34 22 27 29
THOC1 0.00592720876571166 -0.0930192331335448 -0.00100953323319866 -0.101650076094435 0.0143684215616773 20 22 18 22 22
THOC2 0.0587283897168938 -0.192194165283345 -0.0856965806792463 -0.111565544959518 -0.172999472591762 15 14 15 14 16
THOC3 -0.0494913701651037 -0.0712134896052646 -0.0147837526270703 0.00859516152029148 -0.0326651122818301 3 3 3 4 3
THOC4 -0.028569152196771 -0.118758388979835 -0.0713508041288431 -0.286644621016439 0.0137128596651386 14 16 17 14 16
THOC5 0.0910334178844142 0.00773913917505534 0.000721527917459226 -0.00245049923482243 -0.00590295685823638 21 21 12 15 21
THOC6 0.0124608360791227 -0.338224719989013 -0.0389979787975099 -0.161178250079813 0.0113553002902081 7 10 8 9 10
THOP1 -0.0675010485665715 0.0612700807508987 -0.032383005311653 -0.00317044288012821 -0.0469799081444094 23 22 22 20 24
THRAP3 -0.0489336451979224 0.0158992254351561 0.0312530401101243 0.0144995696951152 -0.0352015957185661 29 34 22 33 32
THUMPD1 -0.114766792665514 -0.0828388147248917 -0.129744605507819 -0.0791562066176435 -0.0807940819582424 7 8 8 9 10
THUMPD3 0.149008603615003 0.165499116718137 0.0800879113226918 0.148161027150656 4.32815004523e-05 7 10 7 8 10
THYN1 0.00845003723403481 -0.224657734120739 -0.0934249594191029 -0.208517259805544 -0.0588013536161863 13 15 14 19 11
TIA1 -0.0712134896052646 -0.0220481651801731 -0.07203718077288 -0.023752135898995 -0.0489336451979224 9 11 10 10 11
TIAL1 0.0504725372679122 0.0796762072173757 -0.00891709473605306 0.0333480509685954 -0.0189189821630518 21 20 22 22 21
TIMELESS 0.128708307624883 0.0998654701098747 0.203734511047794 -0.0298415571367151 -0.0112093614203034 8 7 10 8 12
TIMM13 -0.103531209877993 0.00511620147368251 -0.0973411087967018 -0.149649581894975 -0.110229592423189 3 5 5 8 5
TIMM23;TIMM23B -0.110496881917402 -0.102053382729188 -0.0313951962755344 -0.171334947398768 -0.246347276900915 3 3 3 3 4
TIMM44 0.0626857427867577 -0.154712813782158 0.0281456391014464 -0.135666196969044 0.0543773156394969 17 19 18 23 18
TIMM50 -0.0176369030494984 -0.070389327891398 -0.00302648288989857 -0.0750533646045073 -0.111031312388744 12 13 9 15 11
TIMM8A 0.058202563248813 0.134651251657275 0.124927699359814 0.0280573747802096 0.0708301385636487 5 5 6 6 5
TIMM8B -0.093695380233557 -0.11503324294624 -0.00762609237617788 -0.105409894040082 -0.280362489973778 3 3 2 3 3
TIMM9 -0.0152120850685033 0.00189116949021087 -0.10969486482593 -0.0856965806792463 -0.0231843692482633 4 4 2 3 4
TIPRL 0.0193165859928907 0.0426796838699914 0.0446574352317199 0.0729986360508522 0.246378350001333 22 23 17 20 27
TK1 0.287236960258726 0.99852920103831 0.403847225039655 0.606495933454101 0.312168885274205 4 5 4 3 7
TKT -0.0543622884496891 0.00388607878244858 0.00473981729086034 0.0121843726994712 -0.0295588974491164 94 103 77 102 94
TLE3 -0.0263043243519084 0.18667233514218 0.342506329444165 0.490638587950059 0.539603410017043 4 5 8 6 9
TLK1 0.0670317584972455 -0.112633416985245 0.0836456554248897 -0.176195094863408 -0.279649578557086 4 3 2 3 2
TLK2 -0.0268708647247453 -0.314638526699882 -0.39011735366633 -0.346531462028019 -0.287235865252774 10 10 9 9 10
TLN1 0.0176945211119004 0.0445383960764983 0.019828426310782 0.0987372597652833 0.137727158813438 143 156 128 169 156
TM9SF2 0.146722886103616 -0.156914314653239 -0.0275787274742827 -0.00273851980692881 0.0815221687763195 2 3 4 2 4
TM9SF3 -0.0934249594191029 -0.068189258778968 0.0994017152308004 -0.0223323000980563 0.0391917746110203 7 6 4 8 7
TM9SF4 -0.224410781870753 0.164528606967064 -0.0313951962755344 -0.114233744427088 0.0969308704301637 4 5 3 3 6
TMCO1 0.116519941316361 0.0422190935882993 0.0459675146092984 0.00656474876683784 0.174442291587934 6 6 6 6 6
TMED1 0.0212186232372655 0.316456243677303 0.2219091994329 0.00511620147368251 0.146451398135944 4 4 4 3 5
TMED10 0.00971310776737631 0.0162639420813221 -0.0199153677076859 -0.0277202583559274 0.0227127485438833 8 12 10 12 12
TMED2 -0.0436244767470347 0.00747808090046254 -0.0133550586690676 -0.0454429707611672 0.0467720163413512 5 8 8 8 8
TMED4 -0.0529722748139887 0.0748512629565449 0.0189510969121001 0.155984007116765 0.0897892583584663 8 6 7 6 5
TMED5 0.141382369618724 0.208827732329379 0.192150524418423 0.245454510530811 0.125336787080819 3 2 2 3 5
TMED7 -0.561301694145369 -0.160533008760908 -0.0905824763624424 0.014179006413963 0.0546170331756347 1 2 2 3 4
TMED9 -0.0795658498102748 -0.0461417816447207 -0.0231843692482633 0.00691261664262996 0.0579171948329879 17 17 15 14 18
TMEM126A -0.0958569239148304 0.0920633489120988 -0.110630508096434 -0.195599575449904 -0.296545508195117 4 5 3 2 4
TMEM189;UBE2V1 0.184932882791528 -0.0110662014062054 0.0554863432955578 0.0823314749133364 0.118648618490339 4 4 3 6 3
TMEM205 0.117161344232749 0.200332416084047 0.0551565433097127 0.345949473623348 0.250165425587271 4 4 2 3 3
TMEM30A -0.0248869993131796 0.023343088860244 0.232718105057955 0.21248395186497 0.0977488691487109 2 2 3 3 3
TMEM33 -0.172615521813478 -0.231801022777157 -0.169796756183248 -0.147567207094632 -0.181929437690067 5 5 5 6 5
TMEM43 -0.0735460609151547 -0.0582472168546628 -0.18383583144968 0.033495701673963 0.250148267089868 7 11 8 7 10
TMEM48 0.157222254704562 -0.0493519591352916 -0.0680516429977899 0.0474278681297168 0.220126765592316 4 10 5 5 10
TMEM70 -0.0199153677076859 -0.0855606248726255 0.153719317951612 -0.24000896473507 -0.203764966018656 6 7 5 7 6
TMEM85 0.00407414726670405 -0.0919367382105852 0.0250302371872846 -0.172615521813478 -0.020484422065084 2 3 4 2 4
TMOD3 0.0309139934700598 -0.000144262291094578 -0.125783331627324 0.0212332640162516 -0.0074825763312062 12 15 14 13 14
TMPO 0.0191557593898718 0.0343523738844369 0.0235483753850898 0.0775433271629665 0.0794170463764536 36 44 33 41 39
TMSB4X;TMSB4XP4 0.046518698889024 0.0949418285214217 0.180380860794644 0.285670945839591 0.300448367476911 18 21 13 14 19
TMX1 0.0897739050672307 -0.102456576650734 0.000793700560156417 -0.048794180260805 0.141605160002502 10 19 19 20 17
TMX2 0.160298347529416 0.0640123035631438 0.0576919438438152 -0.0947765568955974 0.11428508220083 3 4 6 5 7
TMX3 -0.0947765568955974 -0.0762854428089158 0.10237232572045 -0.0758748669751276 0.217088257119184 13 14 11 10 12
TMX4 -0.270588741972067 -0.172359497848141 -0.518937929531565 0.0904803256284891 0.28080779602142 5 6 5 6 6
TNPO1 0.0627008104913026 0.105147321469871 0.0289549804382398 0.0176799162006476 0.00154451015412179 25 24 21 23 19
TNPO2 0.11505048325499 0.0590590073318775 -0.116364756691785 0.0669108588876141 -0.11809388938682 4 3 4 4 6
TNPO3 0.051997284787554 0.0387322963461981 0.0954349785695763 0.0646911301535269 0.108114248699613 14 21 15 20 19
TNRC6C -0.216237552053823 0.026601792568366 0.187953650279116 0.305306979779732 0.349639819727361 1 4 3 2 5
TOE1 0.0264695397061815 -0.0182068566533119 -0.0738202332916713 0.0468465299400501 0.0287342059507033 8 8 7 10 9
TOLLIP -0.0538064436957938 -0.0934249594191029 -0.128953220386006 -0.0701145026613282 -2.30296238018966 4 4 3 3 2
TOM1 -0.108357178090418 -0.0777898886436676 0.0620530412581997 0.0980731101841107 0.173807463763398 3 6 3 6 6
TOMM20 -0.184089827056126 -0.14938944935895 -0.269272578045014 -0.125386605365814 -0.277746757355166 6 8 8 6 6
TOMM22 -0.0142124448121048 0.0371474785513476 -0.0143552929770701 -0.0623980637984785 -0.0126401807787704 21 21 14 16 16
TOMM34 0.0509058799904099 0.13498389433357 -0.0343565966466415 0.108456381212072 -0.0209110655816899 9 11 7 8 12
TOMM40 -0.0865120465742818 -0.0350607969051142 -0.0160683686276536 -0.099227865774861 -0.0835197488201729 19 15 14 16 15
TOMM5 0.0433634115195663 -0.0688771408503078 -0.113833828959277 -0.134352386623363 -0.18269229751619 1 2 4 3 3
TOMM70A 0.0262491452072238 0.111102871837461 0.00219456475421272 -0.000576962631520594 -0.0336520524899971 48 42 37 41 51
TOP1 -0.0291348040530228 -0.419215260067954 -0.316493337775315 -0.825541427101827 -0.156396616597665 27 25 23 23 20
TOP2A -0.0714881055841823 -0.303809967021286 -0.170566056792069 -0.397583940298248 0.500911846327456 16 14 17 15 17
TOP2B 0.0489493995137875 -0.405883472922256 -0.142348082144681 -0.519944414183025 0.0984128694468383 30 33 31 28 32
TOP3A 0.0636051608709406 -0.070389327891398 0.023475055415725 -0.116897018288262 -0.0754641742625126 5 4 4 4 3
TOR1AIP1 -0.00144197417390627 -0.0705267208766824 0.0901117152235229 0.250972105245458 0.428294069481099 10 18 11 13 14
TOR1B 0.213855335086949 0.0637860989935915 0.24101465722343 0.21796054380831 0.499605833584205 2 4 5 4 4
TOX4 0.0739853952601158 0.00124125154986627 0.00167449764394071 0.131360640551161 0.258856645044684 19 17 15 16 19
TP53 -0.124063396027078 -0.0154975693953256 0.755624366465404 1.23721748420386 1.50659860091317 2 3 3 4 4
TP53BP1 0.116942296539936 0.144313220742338 0.134176180841309 0.279441341999636 0.0834622095186031 19 21 17 14 23
TP53RK -0.0426443374084937 -0.121280699792729 -0.0840642647884746 -0.121148056475311 -0.0385766514523231 3 6 5 6 6
TPD52 -0.0213375829656949 0.0139604813718827 0.0738639115452173 0.0358158009322072 -0.0304067104260457 26 25 27 28 25
TPD52L2 -0.155749232677945 0.0378582095422052 0.0288961039380679 0.106964034421186 0.096792011042014 23 20 15 22 21
TPI1 -0.0606008295541171 0.0118206857913044 -0.00403390128448975 0.0232991026907868 -0.0550567933689352 75 78 73 73 81
TPM3 0.140793732024746 0.158220058195043 0.0957895343180198 0.0852824135340969 0.0186587722991983 89 88 76 87 87
TPM4;TPM1 0.128345569805714 0.119714136050046 0.507951992707378 0.886032853566998 1.01086099263177 16 16 15 14 17
TPP2 0.093740481028182 0.081201625844839 0.0920172168700071 0.0497107673826286 0.0369402479495194 43 64 49 54 57
TPR -0.0167815502334021 0.0621283483202493 -0.0282862430791099 -0.0305479641629666 -0.111298453402541 129 140 116 117 145
TPRKB -0.00403390128448975 -0.0619835161089573 0.0575718243615522 0.0907568452512794 0.141668820717618 9 5 7 4 8
TPT1 -0.0074825763312062 -0.0336520524899971 -0.111298453402541 -0.171719239087848 -0.171719239087848 10 10 8 10 10
TPX2 0.128030219733224 -0.738292263429494 -1.29448841920133 -0.912343283577261 -0.744333347381359 8 9 9 7 8
TRA2A -0.00432160595009342 -0.0406820588030078 0.0593596345620236 0.131313234677865 0.023856359953367 10 10 10 12 10
TRA2B -0.0665370023957912 -0.0265876223480841 -0.108223341173871 -0.0583857710003527 -0.129744605507819 15 14 12 16 13
TRAF2 -0.120351940365222 0.0592694398151375 0.00306176010033943 -0.361880627038438 -0.40686315797654 3 3 3 3 3
TRAF3IP3 0.00905965736199846 -0.130271954518859 -0.0888200332985851 -0.0189189821630518 -0.0633648787584294 13 9 5 4 9
TRAF6 -0.0344974641994449 -0.0676387168753634 -0.187514398192816 0.1641082554085 -0.0163536835778348 5 6 6 6 6
TRAP1 0.00424777070732865 -0.0986890440913284 -0.0532503847022501 -0.173127433480656 -0.168770383500821 50 55 41 54 55
TRAPPC1 0.00862418812943482 0.0355939741192039 0.0587584427330573 0.204183190347443 0.299027692777284 3 4 4 4 4
TRAPPC10 -0.439463567990982 -0.11169907219742 0.0706028625594048 -0.169027045134817 0.249993849795799 3 6 3 4 6
TRAPPC3 -0.099227865774861 -0.0375930755402331 -0.0018742855313508 0.0635147003186553 0.248210670131019 6 6 5 5 8
TRAPPC4 -0.123798608462622 0.0392807227932295 0.143420592110189 0.237727733212707 0.185359346834188 6 8 7 7 10
TRAPPC6A -0.0270124650625816 0.214692184596996 0.194096747059552 0.345619454931181 0.347765927090763 3 4 3 3 5
TRBC1;TRBC2 0.19119486805607 0.0030183879507344 0.169939428464856 0.141477846998977 0.388223278580918 9 10 8 10 9
TRIM21 0.0378137785959306 0.00530443039452384 0.258942959026036 0.638254095153114 0.343988804355452 3 3 2 2 2
TRIM23 0.296668912950471 0.416288377106336 0.164011268593242 0.413441799558006 0.404935612003289 3 3 5 6 3
TRIM24 0.00905965736199846 0.0301624785015533 0.101876799007246 -0.0663992289113827 0.194492910459997 11 12 5 6 13
TRIM25 0.00977120657398835 0.0122425711137466 0.00656474876683784 0.0406304429831848 -0.0264459803038008 21 23 21 26 25
TRIM26 -0.154842406869233 0.0585330603700537 0.175191422095136 -0.00834345852933505 -0.0554733358984315 5 7 7 6 7
TRIM27 0.0787769661703448 -0.0375930755402331 0.00955334811221122 -0.0839281550623593 -0.0596321598820996 5 4 4 4 5
TRIM28 -0.00360223668019554 -0.00331438850667705 -0.158466295124796 -0.267475871796492 -0.371391583924212 74 75 58 61 72
TRIM33 -0.0885486970102381 -0.0776531856501613 -0.00561556740690985 -0.140124223909071 -0.123268887494347 16 20 17 17 15
TRIM36 0.176609320330711 -0.051580920630645 -0.640435836619588 -0.690998079556908 -0.826843351648964 7 8 9 6 8
TRIM65 -0.212008960113565 -0.0207688650945718 0.0399628411095917 -0.0858325236749548 -0.141563582375003 5 5 5 4 5
TRIP11 -0.104739216216237 0.15006477280274 0.201144870430037 0.0712696403889572 0.0947569407044867 8 4 5 7 9
TRIP12 0.115738128364572 -0.162210036314307 -0.0109230271847919 -0.231309516072501 -0.0724488500696925 18 19 18 19 17
TRIP13 -0.00216242115062078 0.0900502893114188 0.0839055770616417 0.10631161781015 0.167263881514202 10 12 10 14 15
TRIT1 -0.213005038545048 -0.205017088160167 -0.159241659730106 -0.257372755606801 -0.584000383285773 3 2 3 4 3
TRMT1 0.116316629187983 -0.110229592423189 -0.042224073762985 -0.13224779829844 -0.257493447876156 11 8 8 7 7
TRMT2A 0.0185564726766304 0.034559233067221 0.178387736468615 0.119729811298897 0.253360460381709 11 9 7 12 12
TRMT6 -0.0901759497902069 -0.0147837526270703 -0.0335111023613236 -0.0803847874146045 -0.076695901830383 24 29 21 25 24
TRMT61A -0.0607391578576786 -0.417920007811965 0.0591040974230146 -0.354452160579562 -0.312665173558394 1 3 3 4 4
TRMU 0.0048990447691594 0.236724414976749 -0.138290233779912 -0.155749232677945 -0.198116929152455 2 2 3 3 2
TRNAU1AP -0.061292338478294 0.0596903968855253 -0.141563582375003 0.245933464556918 0.164059761185864 3 3 3 4 3
TRNT1 0.117364775446041 0.0613604006650064 0.121329582014223 0.0577369912282251 0.22835101752317 12 17 9 14 15
TROVE2 -0.0209110655816899 0.0169644566058602 0.00615900889730049 0.0631529148198539 0.0988763065189208 31 28 23 30 32
TRRAP 0.0482331848502833 -0.0633648787584294 -0.0716253939737697 -0.216610068742442 -0.317651384908363 11 17 11 10 19
TRUB1 -0.0909888884147722 -1.1662655367238 -0.159758338056298 -0.139600464585515 -0.148999162587764 3 4 3 5 5
TSC22D4 0.0367330471102911 0.165466755872473 0.139521822536894 0.173840012242027 -0.0543622884496891 3 4 4 4 1
TSEN34 0.102868022692153 0.0463995060650972 0.295305064200951 0.0182057861739887 0.132166778819949 4 4 3 4 3
TSFM -0.109561151953051 -0.071076162010959 -0.0447438212243978 -0.200127654273602 0.0606981859003164 14 11 10 8 13
TSG101 -0.23915359984437 0.0149805482096179 -0.0761485971800829 -0.0119249484797085 -0.138683427979272 7 10 6 12 11
TSGA14 0.373682358527051 0.298034052231661 0.15857428344737 0.0865533284408041 0.184752493639325 7 4 3 3 5
TSHZ3 0.379864062223696 0.148129052880846 0.573745981673039 0.712976954760036 0.53094759014531 2 3 3 3 5
TSN -0.0969364825029571 0.0349582595563171 -0.0130691500195213 0.0862929293797841 0.0434080137107089 18 21 20 26 22
TSNAX 0.00481219123881821 -0.141301987625258 0.0252798091970358 0.112849098702834 0.0765237062562942 9 10 8 11 8
TSR1 0.0445086378223355 -0.0904469802326514 -0.202386375334789 -0.532765783386853 -0.562865167656164 15 17 12 11 15
TSSC1 -0.0189189821630518 0.00249802383492267 0.0905878547395801 -0.0522767654523578 0.00800024469716469 6 6 4 5 6
TSTA3 -0.0411027718191281 0.0209258388545479 -0.0281447677133787 -0.0304067104260457 -0.0207688650945718 6 6 6 6 6
TTC1 0.166956106570979 0.160330592649517 0.274616562802021 0.189367702653684 0.122789744171818 10 9 11 7 14
TTC15 0.0768736441518689 -0.0708014676002111 -0.130271954518859 -0.292546187950339 0.274529306011951 2 3 3 3 6
TTC29 0.219001267701105 0.0474278681297168 0.0448508948101395 0.213637833703233 0.567254341156152 3 4 3 2 3
TTC35 -0.14326279303862 -0.0993625397577723 0.00945169208750504 0.00708658204027108 0.0756720383108996 4 4 4 4 4
TTC37 -0.134746655368488 -0.0962618530584036 0.0468614331216265 0.0454760954195786 0.00757959794960731 13 15 16 12 22
TTC4 -0.048794180260805 0.0488150821779712 -0.0159256899902542 -0.111031312388744 -0.144437998368392 5 8 6 6 6
TTC5 0.13506310627669 0.190750209386842 0.19847709387109 0.0598257306049671 0.169874507999511 13 11 9 6 11
TTC7A -0.218595201550857 0.103038457869688 -0.068189258778968 0.0158700520861657 0.0240470500209179 3 3 4 4 3
TTC9C 0.197914342826942 -0.414893222560799 0.0568213041023647 -0.0499095224430581 0.235008488150036 6 10 4 5 7
TTF2 0.11709875578386 0.0375768366562451 0.0112535172204445 0.29002127021148 0.368476593521103 14 13 14 15 15
TTK -0.0750533646045073 -0.110229592423189 -0.0978804340519131 -0.247927513443586 -0.193960936897822 9 9 9 8 8
TTLL12 0.0301624785015533 0.0111081252905345 -0.0382956981815444 -0.121678556588252 -0.136716384488312 25 25 25 28 32
TTN -0.0160683686276536 0.0821481960249939 -0.0691522018694229 -0.137896932389619 -0.353774944932224 5 6 11 8 8
TTRAP 0.0526555168423485 0.206328808436045 0.0982584234991165 -0.20526738223451 -0.414460305816098 2 2 3 3 3
TUBA1C;TUBA1B -0.010636636108737 -0.00934717225925265 -0.0928839656784844 -0.167614840755111 -0.076695901830383 6 4 3 4 5
TUBB 0.010657503400721 0.00213677026082937 0.0259259608329134 0.0486956994878413 0.0771627873180493 55 54 48 54 56
TUBB2A -0.104873376726018 -0.0373119306419666 0.13671170150781 0.418851250556432 0.579188862031513 4 3 3 3 3
TUBB2C 0.00336540166252023 0.00747808090046254 0.0484868035482445 0.0546919530749525 0.0776042228540382 243 228 209 215 277
TUBB4 0.0526555168423485 -0.250961573533219 0.103720399997647 -0.105007524760974 0.378794419196652 5 4 4 5 4
TUBG1;TUBG2 0.0502633839101284 -0.0946414541150622 0.0924170769171593 0.0850222437450202 0.140666490603732 13 16 11 13 17
TUBGCP2 -0.0186341741390509 -0.00288250853312144 0.0876107250712059 0.0368514439459487 0.0553664073047258 32 34 31 34 33
TUBGCP3 0.0522964439469233 -0.0458622979086879 0.0156075184885551 0.061872320345914 -0.00848688896549122 7 14 14 11 18
TUBGCP4 0.0521618146484417 -0.00158609235402637 -0.15665548884686 -0.118492625869405 -0.117163075465759 7 9 8 7 10
TUFM -0.0354831521286886 -0.0831112269313071 -0.0430644786649374 -0.148218272154145 -0.023894042655701 41 46 46 52 49
TWF1 -0.175684270730997 0.0549317229011465 -0.36109457017632 -0.394075065625737 -0.225891861690341 2 5 1 3 6
TWF2 0.0591942818332557 0.0368218438261089 0.00492799710793005 0.000966929635006608 -0.0340748202705722 19 22 25 30 27
TXLNA 0.0020211882193568 0.0124753882509703 -0.0802483300921202 -0.13815914522947 -0.167357927738514 24 30 29 23 31
TXN -0.0187765851791832 0.0132614235860981 0.0191265201154156 0.0980885520512363 0.0781523997720485 19 19 17 18 15
TXN2 0.214323911007096 0.0959899739437708 0.0870589431819814 0.397277087172517 0.151746637122112 3 3 3 3 3
TXNDC12 -0.0579700686373299 -0.044464066513246 0.0917404555909318 0.110588761434045 0.179580012742681 8 8 7 8 7
TXNDC17 -0.00619028907206976 -0.0792927672728535 0.0403188569971158 0.100669665209555 0.16331638715368 10 9 9 9 9
TXNDC5 0.00744907734127833 0.0346922296345881 -0.0149265442381028 -0.010206942869257 -0.0862402758207441 13 12 12 13 14
TXNL1 0.0158992254351561 0.018527245545345 0.0533739308538191 0.110510881898007 0.0377545394626929 17 20 18 17 22
TXNL4A -0.00475305539981947 0.251315510038836 0.0187756950366179 0.0970543122185886 -0.0140695825016559 4 4 2 3 3
TXNRD1 -0.0180643893603616 0.0331708900665129 0.0443301011864068 0.0556362773067183 0.0229032875030462 47 53 44 45 50
TYMS 0.237285506979147 0.151666503869433 -0.116763971297723 -0.421909973094829 -0.636821799556406 17 14 16 16 16
U2AF1 -0.053389419544635 -0.0478175480213695 -0.0117818594599147 -0.150559676575381 -0.0384361816561079 7 8 5 8 5
U2AF2 0.0430660988123782 0.108145348302777 0.0531643564765637 0.0276749584428482 -0.0344974641994449 43 47 40 42 45
UAP1 0.107787743335508 0.0375324143744853 0.188907161325854 0.127541563304054 0.0789293404632049 12 11 11 11 11
UBA1 0.00650677894158448 -0.0197730690400272 0.0359341225135816 0.0319018731746621 0.0312382972948991 105 109 102 108 126
UBA2 -0.0519984677970024 -0.0535284409892993 -0.00848688896549122 -0.100170319756977 -0.0440443327060211 34 31 33 34 39
UBA3 -0.142740172116082 -0.11116488907889 -0.00374613923289463 0.0842114271880551 0.0555163288512484 7 6 6 7 4
UBA5 0.0433634115195663 0.0659138235006714 0.00429117983252375 0.131439653801753 0.181460257229908 17 15 13 14 16
UBA6 0.0600362749608926 0.0574367018974941 0.142608142707513 0.0774215434914429 0.167863421212646 29 30 29 24 28
UBAP1 0.0996335740360644 0.0565512123593894 -0.0275787274742827 -0.247684512762383 -0.156008221107128 3 3 2 2 3
UBAP2 -0.104873376726018 0.0268663346694289 -0.490775481672922 -0.381061828424588 -0.132642642539619 5 6 1 1 5
UBAP2L -0.196103397714807 0.031518436549594 -0.161436265825987 -0.0197730690400272 -0.101246656683439 4 6 4 4 6
UBB;RPS27A;UBC;UBA52;UBBP4 -0.00977712161152997 -0.0439043942956212 -0.0137838154330997 -0.0344974641994449 -0.0253123430460691 22 25 21 25 23
UBE2A 0.0731655786344433 0.0565812200561489 0.131660913927864 0.000274138101713342 0.155357247984082 8 6 6 5 5
UBE2B -0.109159938961111 -0.317419849834702 0.0151992278275909 -0.112766845428428 0.0272632387961203 4 4 3 3 4
UBE2D3;UBE2D2 0.0313857322271082 -0.0705267208766824 -0.0434844976035795 -0.126840735277693 -0.0996318500144603 5 4 6 7 5
UBE2E2;UBE2E1 0.0913100435482211 0.0656420243022705 0.131724137339982 0.0927247370006175 0.115988262416478 7 9 8 8 8
UBE2H 0.0907875729256836 -0.0469799081444094 0.063424245438115 0.399977695620242 0.477642883632379 4 3 3 4 3
UBE2I 0.0325214861557725 -0.419215260067954 -0.0478175480213695 -0.123268887494347 0.106591188803047 23 25 24 20 17
UBE2J2 -0.233029057445185 -0.121148056475311 -0.0240359354555095 -0.194339249484463 -0.0794293150029151 3 3 3 4 3
UBE2K -0.0288520058474934 -0.00158609235402637 0.000389580256741648 0.0338648945620461 0.0208965636840253 20 22 17 20 19
UBE2L3 0.167604130226885 0.0169060674022102 0.0679085837945523 0.114628681424083 0.0964834824663171 17 13 20 22 15
UBE2M 0.157640604410413 -0.0938305716351356 -0.0147837526270703 -0.0377336274465149 -0.0074825763312062 4 4 4 5 3
UBE2N;UBE2NL 0.0224636201771455 -0.31521841136579 -0.0176369030494984 -0.00475305539981947 0.0906032166954321 18 14 13 18 10
UBE2O 0.0956970331131737 0.0376064522706668 0.0631679874044228 -0.0297002342154199 -0.0140695825016559 16 23 16 16 25
UBE2R2 -0.184343777952907 -0.102456576650734 0.0824536737755159 -0.107420058836365 -0.133168933486044 3 5 4 4 3
UBE2S 0.0787312570205306 -0.222928180002613 -0.2030131707745 -0.155619721026447 0.21943792382894 1 6 5 6 5
UBE2T 0.162347344135245 0.231481114654711 0.25446146545073 0.151602400471807 0.215110791456001 7 7 8 8 8
UBE2V2 -0.0472591754780128 -0.170309668833176 -0.0192037339730927 0.017022848172752 -0.00776959414591767 13 16 14 15 19
UBE3A -0.0557509641184533 0.0313120128776309 0.0246632979374266 -0.00100953323319866 0.00388607878244858 15 16 16 17 19
UBE3C -0.0968015818491687 0.00640533735198301 -0.0856965806792463 -0.0699770704115563 -0.165172317937167 12 9 12 11 13
