gene_ENSG_id	gene_symbol	gene_description
RP4-614O4.5	ENSG00000126005	NA
RP4-635A23.2	ENSG00000213051	NA
RP4-644F6.3	ENSG00000225492	NA
RP4-655C5.1	ENSG00000233231	NA
RP4-657D16.3	ENSG00000231730	NA
RP4-665J23.3	ENSG00000232882	NA
RP4-669P10.18	ENSG00000237037	NA
RP4-680D5.3	ENSG00000235084	NA
RP4-682C21.2	ENSG00000181227	NA
RP4-694B14.5	ENSG00000213742	NA
RP4-697K14.7	ENSG00000130589	NA
RP4-701O16.4	ENSG00000254270	NA
RP4-702J19.1	ENSG00000224837	NA
RP4-706A16.3	ENSG00000226084	NA
RP4-717I23.3	ENSG00000223745	NA
RP4-751H13.6	ENSG00000204934	NA
RP4-756G23.5	ENSG00000235513	NA
RP4-756H11.2	ENSG00000225573	NA
RP4-758J18.2	ENSG00000224870	NA
RP4-758J18.5	ENSG00000250188	NA
RP4-761I2.2	ENSG00000224531	NA
RP4-764D2.1	ENSG00000235371	NA
RP4-765A10.1	ENSG00000229994	NA
RP4-774G10.1	ENSG00000214009	NA
RP4-775C13.1	ENSG00000234241	NA
RP4-785G19.2	ENSG00000236456	NA
RP4-785G19.5	ENSG00000250917	NA
RP4-800G7.2	ENSG00000244560	NA
RP4-800J21.3	ENSG00000218018	NA
RP4-811H24.6	ENSG00000225828	NA
RP5-1009N12.1	ENSG00000253204	NA
RP5-1024G6.5	ENSG00000226754	NA
RP5-1043F6.2	ENSG00000226135	NA
RP5-1053E7.1	ENSG00000228589	NA
RP5-1056L3.3	ENSG00000226396	NA
RP5-1068H6.3	ENSG00000226948	NA
RP5-1073O3.5	ENSG00000226167	NA
RP5-1099D15.1	ENSG00000235036	NA
RP5-1120P11.1	ENSG00000237686	NA
RP5-1121A15.1	ENSG00000243479	NA
RP5-1158H2.2	ENSG00000214018	NA
RP5-1180C10.2	ENSG00000230124	NA
RP5-1182A14.3	ENSG00000186301	NA
RP5-1187M17.10	ENSG00000088899	NA
RP5-821D11.7	ENSG00000184068	NA
RP5-831D17.2	ENSG00000233347	NA
RP5-837D10.2	ENSG00000234518	NA
RP5-837M10.3	ENSG00000234332	NA
RP5-854E16.2	ENSG00000224628	NA
RP5-857K21.10	ENSG00000248527	NA
RP5-857K21.6	ENSG00000237973	NA
RP5-857K21.8	ENSG00000225630	NA
RP5-874C20.3	ENSG00000197062	NA
RP5-886K2.3	ENSG00000236810	NA
RP5-890O3.9	ENSG00000240731	NA
RP5-892G19.1	ENSG00000253276	NA
RP5-894A10.2	ENSG00000244701	NA
RP5-931K24.1	ENSG00000230750	NA
RP5-977B1.7	ENSG00000232907	NA
RP5-995J12.2	ENSG00000223891	NA
RP5-997D16.2	ENSG00000230163	NA
RP5-997D24.3	ENSG00000225632	NA
RP5-997D24.5	ENSG00000231581	NA
RP6-145B8.3	ENSG00000225536	NA
RP6-159A1.2	ENSG00000217835	NA
RP6-218J18.2	ENSG00000214019	NA
RP9	ENSG00000164610	retinitis pigmentosa 9 (autosomal dominant)
RP9P	ENSG00000205763	retinitis pigmentosa 9 pseudogene
RPA1	ENSG00000132383	replication protein A1
RPA2	ENSG00000117748	replication protein A2
RPA3	ENSG00000106399	replication protein A3
RPAIN	ENSG00000129197	RPA interacting protein
RPAP1	ENSG00000103932	RNA polymerase II associated protein 1
RPAP2	ENSG00000122484	RNA polymerase II associated protein 2
RPAP3	ENSG00000005175	RNA polymerase II associated protein 3
RPE	ENSG00000197713	ribulose-5-phosphate-3-epimerase
RPF1	ENSG00000117133	ribosome production factor 1 homolog
RPF2	ENSG00000197498	ribosome production factor 2 homolog
RPGR	ENSG00000156313	retinitis pigmentosa GTPase regulator
RPGRIP1L	ENSG00000103494	RPGRIP1-like
RPH3AL	ENSG00000181031	rabphilin 3A-like (without C2 domains)
RPIA	ENSG00000153574	ribose 5-phosphate isomerase A
RPL10	ENSG00000147403	ribosomal protein L10
RPL10A	ENSG00000198755	ribosomal protein L10a
RPL10AP6	ENSG00000226360	ribosomal protein L10a pseudogene 6
RPL11	ENSG00000142676	ribosomal protein L11
RPL12	ENSG00000197958	ribosomal protein L12
RPL12P4	ENSG00000185834	ribosomal protein L12 pseudogene 4
RPL13	ENSG00000167526	ribosomal protein L13
RPL13A	ENSG00000142541	ribosomal protein L13a
RPL13AP5	ENSG00000236552	ribosomal protein L13a pseudogene 5
RPL13P2	ENSG00000213820	ribosomal protein L13 pseudogene 2
RPL13P5	ENSG00000240370	ribosomal protein L13 pseudogene 5
RPL14	ENSG00000188846	ribosomal protein L14
RPL15	ENSG00000174748	ribosomal protein L15
RPL15P3	ENSG00000212802	ribosomal protein L15 pseudogene 3
RPL17	ENSG00000254014	ribosomal protein L17
RPL18	ENSG00000063177	ribosomal protein L18
RPL18A	ENSG00000105640	ribosomal protein L18a
RPL18AP3	ENSG00000218754	ribosomal protein L18a pseudogene 3
RPL19	ENSG00000108298	ribosomal protein L19
RPL21	ENSG00000122026	ribosomal protein L21
RPL22	ENSG00000116251	ribosomal protein L22
RPL22L1	ENSG00000163584	ribosomal protein L22-like 1
RPL23	ENSG00000125691	ribosomal protein L23
RPL23A	ENSG00000198242	ribosomal protein L23a
RPL23AP53	ENSG00000223508	ribosomal protein L23a pseudogene 53
RPL23AP7	ENSG00000228003	ribosomal protein L23a pseudogene 7
RPL24	ENSG00000114391	ribosomal protein L24
RPL24P2	ENSG00000235065	ribosomal protein L24 pseudogene 2
RPL24P4	ENSG00000181524	ribosomal protein L24 pseudogene 4
RPL26	ENSG00000161970	ribosomal protein L26
RPL26;KRBA2;RPL26L1	NA	NA
RPL26L1	ENSG00000037241	ribosomal protein L26 like 1
RPL27	ENSG00000131469	ribosomal protein L27
RPL27A	ENSG00000166441	ribosomal protein L27a
RPL28	ENSG00000108107	ribosomal protein L28
RPL29	ENSG00000162244	ribosomal protein L29
RPL3	ENSG00000100316	ribosomal protein L3
RPL30	ENSG00000156482	ribosomal protein L30
RPL31	ENSG00000071082	ribosomal protein L31
RPL32	ENSG00000144713	ribosomal protein L32
RPL32P3	ENSG00000251474	ribosomal protein L32 pseudogene 3
RPL34	ENSG00000109475	ribosomal protein L34
RPL35	ENSG00000136942	ribosomal protein L35
RPL35A	ENSG00000182899	ribosomal protein L35a
RPL36	ENSG00000130255	ribosomal protein L36
RPL36A	ENSG00000241343	ribosomal protein L36a
RPL36AL	ENSG00000165502	ribosomal protein L36a like
RPL37	ENSG00000145592	ribosomal protein L37
RPL37A	ENSG00000197756	ribosomal protein L37a
RPL37AP1	ENSG00000226243	ribosomal protein L37a pseudogene 1
RPL37AP8	ENSG00000176343	ribosomal protein L37a pseudogene 8
RPL38	ENSG00000237077	ribosomal protein L38
RPL39	ENSG00000198918	ribosomal protein L39
RPL39L	ENSG00000163923	ribosomal protein L39 like
RPL3P2	ENSG00000227939	ribosomal protein L3 pseudogene 2
RPL4	ENSG00000174444	ribosomal protein L4
RPL41	ENSG00000229117	ribosomal protein L41
RPL5	ENSG00000122406	ribosomal protein L5
RPL6	ENSG00000223730	ribosomal protein L6
RPL7	ENSG00000147604	ribosomal protein L7
RPL7A	ENSG00000148303	ribosomal protein L7a
RPL7AP31	ENSG00000242083	ribosomal protein L7a pseudogene 31
RPL7AP6	ENSG00000242071	ribosomal protein L7a pseudogene 6
RPL7L1	ENSG00000146223	ribosomal protein L7 like 1
RPL8	ENSG00000161016	ribosomal protein L8
RPL9	ENSG00000163682	ribosomal protein L9
RPLP0	ENSG00000089157	ribosomal protein, large, P0
RPLP0;RPLP0P6	NA	NA
RPLP1	ENSG00000137818	ribosomal protein, large, P1
RPLP2	ENSG00000177600	ribosomal protein, large, P2
RPN1	ENSG00000163902	ribophorin I
RPN2	ENSG00000118705	ribophorin II
RPP14	ENSG00000163684	ribonuclease P/MRP 14kDa subunit
RPP21	ENSG00000241370	ribonuclease P/MRP 21kDa subunit
RPP30	ENSG00000148688	ribonuclease P/MRP 30kDa subunit
RPP38	ENSG00000152464	ribonuclease P/MRP 38kDa subunit
RPP40	ENSG00000124787	ribonuclease P/MRP 40kDa subunit
RPRD1A	ENSG00000141425	regulation of nuclear pre-mRNA domain containing 1A
RPRD1B	ENSG00000101413	regulation of nuclear pre-mRNA domain containing 1B
RPRD2	ENSG00000163125	regulation of nuclear pre-mRNA domain containing 2
RPS10	ENSG00000124614	ribosomal protein S10
RPS10-NUDT3	NA	RPS10-NUDT3 readthrough
RPS10;RPS10P5	NA	NA
RPS10P3	ENSG00000217716	ribosomal protein S10 pseudogene 3
RPS10P7	ENSG00000223396	ribosomal protein S10 pseudogene 7
RPS11	ENSG00000243024	ribosomal protein S11
RPS12	ENSG00000112306	ribosomal protein S12
RPS13	ENSG00000110700	ribosomal protein S13
RPS14	ENSG00000164587	ribosomal protein S14
RPS15	ENSG00000115268	ribosomal protein S15
RPS15A	ENSG00000134419	ribosomal protein S15a
RPS15AP1	ENSG00000214535	ribosomal protein S15a pseudogene 1
RPS15AP24	ENSG00000241511	ribosomal protein S15a pseudogene 24
RPS16	ENSG00000105193	ribosomal protein S16
RPS17L;RPS17	NA	NA
RPS18	ENSG00000231500	ribosomal protein S18
RPS19	ENSG00000105372	ribosomal protein S19
RPS19BP1	ENSG00000187051	ribosomal protein S19 binding protein 1
RPS19P1	ENSG00000214612	ribosomal protein S19 pseudogene 1
RPS2	ENSG00000140988	ribosomal protein S2
RPS20	ENSG00000008988	ribosomal protein S20
RPS21	ENSG00000171858	ribosomal protein S21
RPS23	ENSG00000186468	ribosomal protein S23
RPS24	ENSG00000138326	ribosomal protein S24
RPS25	ENSG00000118181	ribosomal protein S25
RPS26	ENSG00000197728	ribosomal protein S26
RPS26P11;RPS26	NA	NA
RPS27	ENSG00000177954	ribosomal protein S27
RPS27A	ENSG00000143947	ribosomal protein S27a
RPS27L	ENSG00000185088	ribosomal protein S27 like
RPS28	ENSG00000233927	ribosomal protein S28
RPS29	ENSG00000213741	ribosomal protein S29
RPS2L1	ENSG00000235508	NA
RPS2P32	ENSG00000232818	ribosomal protein S2 pseudogene 32
RPS3	ENSG00000149273	ribosomal protein S3
RPS3A	ENSG00000145425	ribosomal protein S3A
RPS3AP5	ENSG00000178429	ribosomal protein S3A pseudogene 5
RPS3AP6	ENSG00000234797	ribosomal protein S3A pseudogene 6
RPS4L	ENSG00000214541	NA
RPS4X	ENSG00000198034	ribosomal protein S4, X-linked
RPS4X;RPS4Y2	NA	NA
RPS4Y1	ENSG00000129824	ribosomal protein S4, Y-linked 1
RPS5	ENSG00000083845	ribosomal protein S5
RPS6	ENSG00000137154	ribosomal protein S6
RPS6KA1	ENSG00000117676	ribosomal protein S6 kinase, 90kDa, polypeptide 1
RPS6KA3	ENSG00000177189	ribosomal protein S6 kinase, 90kDa, polypeptide 3
RPS6KA4	ENSG00000162302	ribosomal protein S6 kinase, 90kDa, polypeptide 4
RPS6KA5	ENSG00000100784	ribosomal protein S6 kinase, 90kDa, polypeptide 5
RPS6KB1	ENSG00000108443	ribosomal protein S6 kinase, 70kDa, polypeptide 1
RPS6KB2	ENSG00000175634	ribosomal protein S6 kinase, 70kDa, polypeptide 2
RPS6KC1	ENSG00000136643	ribosomal protein S6 kinase, 52kDa, polypeptide 1
RPS6KL1	ENSG00000198208	ribosomal protein S6 kinase like 1
RPS7	ENSG00000171863	ribosomal protein S7
RPS8	ENSG00000142937	ribosomal protein S8
RPS9	ENSG00000170889	ribosomal protein S9
RPSA	ENSG00000168028	ribosomal protein SA
RPSA;RPSAP58	NA	NA
RPSAP52	ENSG00000241749	ribosomal protein SA pseudogene 52
RPSAP58	ENSG00000205246	ribosomal protein SA pseudogene 58
RPTOR	ENSG00000141564	regulatory associated protein of MTOR, complex 1
RPUSD1	ENSG00000007376	RNA pseudouridylate synthase domain containing 1
RPUSD2	ENSG00000166133	RNA pseudouridylate synthase domain containing 2
RPUSD3	ENSG00000156990	RNA pseudouridylate synthase domain containing 3
RPUSD4	ENSG00000165526	RNA pseudouridylate synthase domain containing 4
RQCD1	ENSG00000144580	RCD1 required for cell differentiation1 homolog (S. pombe)
RRAGA	ENSG00000155876	Ras-related GTP binding A
RRAGA;RRAGB	NA	NA
RRAGB	ENSG00000083750	Ras-related GTP binding B
RRAGC	ENSG00000116954	Ras-related GTP binding C
RRAGD	ENSG00000025039	Ras-related GTP binding D
RRAS	ENSG00000126458	related RAS viral (r-ras) oncogene homolog
RRAS2	ENSG00000133818	related RAS viral (r-ras) oncogene homolog 2
RRBP1	ENSG00000125844	ribosome binding protein 1
RREB1	ENSG00000124782	ras responsive element binding protein 1
RRM1	ENSG00000167325	ribonucleotide reductase M1
RRM2	ENSG00000171848	ribonucleotide reductase M2
RRM2B	ENSG00000048392	ribonucleotide reductase M2 B (TP53 inducible)
RRN3	ENSG00000085721	RRN3 homolog, RNA polymerase I transcription factor
RRN3P3	ENSG00000232297	RRN3 homolog, RNA polymerase I transcription factor pseudogene 3
RRP1	ENSG00000160214	ribosomal RNA processing 1
RRP12	ENSG00000052749	ribosomal RNA processing 12 homolog
RRP15	ENSG00000067533	ribosomal RNA processing 15 homolog
RRP1B	ENSG00000160208	ribosomal RNA processing 1B
RRP7A	ENSG00000189306	ribosomal RNA processing 7 homolog A
RRP8	ENSG00000132275	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
RRP9	ENSG00000114767	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
RRS1	ENSG00000179041	ribosome biogenesis regulator homolog
RSAD1	ENSG00000136444	radical S-adenosyl methionine domain containing 1
RSBN1	ENSG00000081019	round spermatid basic protein 1
RSBN1L	ENSG00000187257	round spermatid basic protein 1-like
RSF1	ENSG00000048649	remodeling and spacing factor 1
RSL1D1	ENSG00000171490	ribosomal L1 domain containing 1
RSL24D1	ENSG00000137876	ribosomal L24 domain containing 1
RSL24D1P1	ENSG00000218069	ribosomal L24 domain containing 1 pseudogene 1
RSPH3	ENSG00000130363	radial spoke 3 homolog (Chlamydomonas)
RSPRY1	ENSG00000159579	ring finger and SPRY domain containing 1
RSRC1	ENSG00000174891	arginine/serine-rich coiled-coil 1
RSRC2	ENSG00000111011	arginine/serine-rich coiled-coil 2
RSU1	ENSG00000148484	Ras suppressor protein 1
RTCA	NA	RNA 3'-terminal phosphate cyclase
RTCD1	ENSG00000137996	NA
RTEL1	ENSG00000026036	regulator of telomere elongation helicase 1
RTF1	ENSG00000137815	RTF1 homolog, Paf1/RNA polymerase II complex component
RTFDC1	NA	replication termination factor 2 domain containing 1
RTKN	ENSG00000114993	rhotekin
RTKN2	ENSG00000182010	rhotekin 2
RTN1	ENSG00000139970	reticulon 1
RTN2	ENSG00000125744	reticulon 2
RTN3	ENSG00000133318	reticulon 3
RTN4	ENSG00000115310	reticulon 4
RTN4IP1	ENSG00000130347	reticulon 4 interacting protein 1
RTN4R	ENSG00000040608	reticulon 4 receptor
RTN4RL1	ENSG00000185924	reticulon 4 receptor-like 1
RTN4RL2	ENSG00000186907	reticulon 4 receptor-like 2
RTTN	ENSG00000176225	rotatin
RUFY1	ENSG00000176783	RUN and FYVE domain containing 1
RUFY2	ENSG00000204130	RUN and FYVE domain containing 2
RUFY3	ENSG00000018189	RUN and FYVE domain containing 3
RUNDC1	ENSG00000198863	RUN domain containing 1
RUNDC2A	ENSG00000140660	NA
RUNX1	ENSG00000159216	runt-related transcription factor 1
RUNX3	ENSG00000020633	runt-related transcription factor 3
RUSC1	ENSG00000160753	RUN and SH3 domain containing 1
RUSC2	ENSG00000198853	RUN and SH3 domain containing 2
RUVBL1	ENSG00000175792	RuvB-like AAA ATPase 1
RUVBL2	ENSG00000183207	RuvB-like AAA ATPase 2
RWDD1	ENSG00000111832	RWD domain containing 1
RWDD2A	ENSG00000013392	RWD domain containing 2A
RWDD2B	ENSG00000156253	RWD domain containing 2B
RWDD3	ENSG00000122481	RWD domain containing 3
RWDD4A	ENSG00000182552	NA
RXRA	ENSG00000186350	retinoid X receptor alpha
RXRB	ENSG00000204231	retinoid X receptor beta
RYBP	ENSG00000163602	RING1 and YY1 binding protein
RYK	ENSG00000163785	receptor-like tyrosine kinase
RYR3	ENSG00000198838	ryanodine receptor 3
S100A10	ENSG00000197747	S100 calcium binding protein A10
S100A11	ENSG00000163191	S100 calcium binding protein A11
S100A13	ENSG00000189171	S100 calcium binding protein A13
S100A2	ENSG00000196754	S100 calcium binding protein A2
S100A4	ENSG00000196154	S100 calcium binding protein A4
S100A5	ENSG00000196420	S100 calcium binding protein A5
S100A6	ENSG00000197956	S100 calcium binding protein A6
S100PBP	ENSG00000116497	S100P binding protein
S1PR1	ENSG00000170989	sphingosine-1-phosphate receptor 1
S1PR2	ENSG00000175898	sphingosine-1-phosphate receptor 2
S1PR3	ENSG00000213694	sphingosine-1-phosphate receptor 3
SAAL1	ENSG00000166788	serum amyloid A like 1
SAC3D1	ENSG00000168061	SAC3 domain containing 1
SACM1L	ENSG00000211456	SAC1 suppressor of actin mutations 1-like (yeast)
SACS	ENSG00000151835	sacsin molecular chaperone
SAE1	ENSG00000142230	SUMO1 activating enzyme subunit 1
SAFB	ENSG00000160633	scaffold attachment factor B
SAFB2	ENSG00000130254	scaffold attachment factor B2
SALL2	ENSG00000165821	spalt-like transcription factor 2
SALL3	ENSG00000151514	spalt-like transcription factor 3
SAMD10	ENSG00000130590	sterile alpha motif domain containing 10
SAMD12	ENSG00000177570	sterile alpha motif domain containing 12
SAMD13	ENSG00000203943	sterile alpha motif domain containing 13
SAMD4A	ENSG00000020577	sterile alpha motif domain containing 4A
SAMD4B	ENSG00000179134	sterile alpha motif domain containing 4B
SAMD8	ENSG00000156671	sterile alpha motif domain containing 8
SAMD9	ENSG00000205413	sterile alpha motif domain containing 9
SAMD9L	ENSG00000177409	sterile alpha motif domain containing 9-like
SAMM50	ENSG00000100347	SAMM50 sorting and assembly machinery component
SAMSN1	ENSG00000155307	SAM domain, SH3 domain and nuclear localization signals 1
SAP130	ENSG00000136715	Sin3A associated protein 130kDa
SAP18	ENSG00000150459	Sin3A associated protein 18kDa
SAP30	ENSG00000164105	Sin3A associated protein 30kDa
SAP30BP	ENSG00000161526	SAP30 binding protein
SAP30L	ENSG00000164576	SAP30-like
SAPS2	ENSG00000100239	NA
SAR1A	ENSG00000079332	secretion associated, Ras related GTPase 1A
SAR1B	ENSG00000152700	secretion associated, Ras related GTPase 1B
SARDH	ENSG00000123453	sarcosine dehydrogenase
SARNP	ENSG00000205323	SAP domain containing ribonucleoprotein
SARNP;CIP29	NA	NA
SARS	ENSG00000031698	seryl-tRNA synthetase
SARS2	ENSG00000104835	seryl-tRNA synthetase 2, mitochondrial
SART1	ENSG00000175467	squamous cell carcinoma antigen recognized by T-cells 1
SART3	ENSG00000075856	squamous cell carcinoma antigen recognized by T-cells 3
SASH3	ENSG00000122122	SAM and SH3 domain containing 3
SASS6	ENSG00000156876	SAS-6 centriolar assembly protein
SAT1	ENSG00000130066	spermidine/spermine N1-acetyltransferase 1
SAT2	ENSG00000141504	spermidine/spermine N1-acetyltransferase family member 2
SATB1	ENSG00000182568	SATB homeobox 1
SATB2	ENSG00000119042	SATB homeobox 2
SATL1	ENSG00000184788	spermidine/spermine N1-acetyl transferase-like 1
SAV1	ENSG00000151748	salvador family WW domain containing protein 1
SBDS	ENSG00000126524	Shwachman-Bodian-Diamond syndrome
SBDSP	ENSG00000225648	Shwachman-Bodian-Diamond syndrome pseudogene 1
SBF1	ENSG00000100241	SET binding factor 1
SBF2	ENSG00000133812	SET binding factor 2
SBK1	ENSG00000188322	SH3 domain binding kinase 1
SBNO1	ENSG00000139697	strawberry notch homolog 1 (Drosophila)
SBNO2	ENSG00000064932	strawberry notch homolog 2 (Drosophila)
SC22CB-1E7.1	ENSG00000232346	NA
SC4MOL	ENSG00000052802	NA
SC5DL	ENSG00000109929	NA
SCAF1	ENSG00000126461	SR-related CTD-associated factor 1
SCAF11	NA	SR-related CTD-associated factor 11
SCAF4	NA	SR-related CTD-associated factor 4
SCAF8	NA	SR-related CTD-associated factor 8
SCAI;C9orf126	NA	NA
SCAMP1	ENSG00000085365	secretory carrier membrane protein 1
SCAMP2	ENSG00000140497	secretory carrier membrane protein 2
SCAMP3	ENSG00000116521	secretory carrier membrane protein 3
SCAMP4	ENSG00000227500	secretory carrier membrane protein 4
SCAMP5	ENSG00000198794	secretory carrier membrane protein 5
SCAND1	ENSG00000171222	SCAN domain containing 1
SCAND2	ENSG00000176700	SCAN domain containing 2 pseudogene
SCAP	ENSG00000114650	SREBF chaperone
SCAPER	ENSG00000140386	S-phase cyclin A-associated protein in the ER
SCARB1	ENSG00000073060	scavenger receptor class B member 1
SCARB2	ENSG00000138760	scavenger receptor class B member 2
SCARF2	ENSG00000244486	scavenger receptor class F member 2
SCCPDH	ENSG00000143653	saccharopine dehydrogenase (putative)
SCD	ENSG00000099194	stearoyl-CoA desaturase (delta-9-desaturase)
SCD5	ENSG00000145284	stearoyl-CoA desaturase 5
SCDP1	ENSG00000226549	stearoyl-CoA desaturase (delta-9-desaturase) pseudogene 1
SCFD1	ENSG00000092108	sec1 family domain containing 1
SCFD2	ENSG00000184178	sec1 family domain containing 2
SCG2	ENSG00000171951	secretogranin II
SCG5	ENSG00000166922	secretogranin V
SCLT1	ENSG00000151466	sodium channel and clathrin linker 1
SCLY	ENSG00000132330	selenocysteine lyase
SCMH1	ENSG00000010803	sex comb on midleg homolog 1 (Drosophila)
SCML2	ENSG00000102098	sex comb on midleg-like 2 (Drosophila)
SCN2B	ENSG00000149575	sodium channel, voltage gated, type II beta subunit
SCN3A	ENSG00000153253	sodium channel, voltage gated, type III alpha subunit
SCN8A	ENSG00000196876	sodium channel, voltage gated, type VIII alpha subunit
SCN9A	ENSG00000169432	sodium channel, voltage gated, type IX alpha subunit
SCNM1	ENSG00000163156	sodium channel modifier 1
SCNN1D	ENSG00000162572	sodium channel, non voltage gated 1 delta subunit
SCO1	ENSG00000133028	SCO1 cytochrome c oxidase assembly protein
SCO2	ENSG00000130489	SCO2 cytochrome c oxidase assembly protein
SCOC	ENSG00000153130	short coiled-coil protein
SCP2	ENSG00000116171	sterol carrier protein 2
SCPEP1	ENSG00000121064	serine carboxypeptidase 1
SCRIB	ENSG00000180900	scribbled planar cell polarity protein
SCRN1	ENSG00000136193	secernin 1
SCRN2	ENSG00000141295	secernin 2
SCRN3	ENSG00000144306	secernin 3
SCYL1	ENSG00000142186	SCY1-like, kinase-like 1
SCYL2	ENSG00000136021	SCY1-like, kinase-like 2
SCYL3	ENSG00000000457	SCY1-like, kinase-like 3
SDAD1	ENSG00000198301	SDA1 domain containing 1
SDC3	ENSG00000162512	syndecan 3
SDCBP	ENSG00000137575	syndecan binding protein
SDCBP2	ENSG00000125775	syndecan binding protein 2
SDCCAG1	ENSG00000165525	NA
SDCCAG3	ENSG00000165689	serologically defined colon cancer antigen 3
SDCCAG8	ENSG00000054282	serologically defined colon cancer antigen 8
SDF2	ENSG00000132581	stromal cell-derived factor 2
SDF2L1	ENSG00000128228	stromal cell-derived factor 2-like 1
SDF4	ENSG00000078808	stromal cell derived factor 4
SDHA	ENSG00000073578	succinate dehydrogenase complex subunit A, flavoprotein (Fp)
SDHAF1	ENSG00000205138	succinate dehydrogenase complex assembly factor 1
SDHAF2	ENSG00000167985	succinate dehydrogenase complex assembly factor 2
SDHAP1	ENSG00000185485	succinate dehydrogenase complex subunit A, flavoprotein pseudogene 1
SDHAP2	ENSG00000215837	succinate dehydrogenase complex subunit A, flavoprotein pseudogene 2
SDHAP3	ENSG00000185986	succinate dehydrogenase complex subunit A, flavoprotein pseudogene 3
SDHB	ENSG00000117118	succinate dehydrogenase complex subunit B, iron sulfur (Ip)
SDHC	ENSG00000143252	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa
SDHD	ENSG00000204370	succinate dehydrogenase complex subunit D, integral membrane protein
SDR39U1	ENSG00000100445	short chain dehydrogenase/reductase family 39U, member 1
SEC11A	ENSG00000140612	SEC11 homolog A, signal peptidase complex subunit
SEC11A;SEC11L1	NA	NA
SEC11C	ENSG00000166562	SEC11 homolog C, signal peptidase complex subunit
SEC13	ENSG00000157020	SEC13 homolog, nuclear pore and COPII coat complex component
SEC14L1	ENSG00000129657	SEC14-like lipid binding 1
SEC14L2	ENSG00000100003	SEC14-like lipid binding 2
SEC16A	ENSG00000148396	SEC16 homolog A, endoplasmic reticulum export factor
SEC22A	ENSG00000121542	SEC22 homolog A, vesicle trafficking protein
SEC22B	ENSG00000223380	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
SEC22C	ENSG00000093183	SEC22 homolog C, vesicle trafficking protein
SEC23A	ENSG00000100934	Sec23 homolog A, COPII coat complex component
SEC23B	ENSG00000101310	Sec23 homolog B, COPII coat complex component
SEC23IP	ENSG00000107651	SEC23 interacting protein
SEC24A	ENSG00000113615	SEC24 homolog A, COPII coat complex component
SEC24B	ENSG00000138802	SEC24 homolog B, COPII coat complex component
SEC24C	ENSG00000176986	SEC24 homolog C, COPII coat complex component
SEC24D	ENSG00000150961	SEC24 homolog D, COPII coat complex component
SEC31A	ENSG00000138674	SEC31 homolog A, COPII coat complex component
SEC31B	ENSG00000075826	SEC31 homolog B, COPII coat complex component
SEC61A1	ENSG00000058262	Sec61 translocon alpha 1 subunit
SEC61A1;SEC61A2	NA	NA
SEC61A2	ENSG00000065665	Sec61 translocon alpha 2 subunit
SEC61B	ENSG00000106803	Sec61 translocon beta subunit
SEC61G	ENSG00000132432	Sec61 translocon gamma subunit
SEC62	ENSG00000008952	SEC62 homolog, preprotein translocation factor
SEC63	ENSG00000025796	SEC63 homolog, protein translocation regulator
SECISBP2	ENSG00000187742	SECIS binding protein 2
SECISBP2L	ENSG00000138593	SECIS binding protein 2-like
SEH1L	ENSG00000085415	SEH1 like nucleoporin
SEL1L	ENSG00000071537	sel-1 suppressor of lin-12-like (C. elegans)
SELL	ENSG00000188404	selectin L
SELO	NA	selenoprotein O
SELPLG	ENSG00000110876	selectin P ligand
SELRC1	NA	NA
SELT	NA	selenoprotein T
SEMA3G	ENSG00000010319	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G
SEMA4B	ENSG00000185033	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
SEMA4D	ENSG00000187764	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D
SEMA4F	ENSG00000135622	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F
SEMA4G	ENSG00000095539	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
SEMA6A	ENSG00000092421	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
SEMA6C	ENSG00000143434	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C
SEMA7A	ENSG00000138623	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)
SENP1	ENSG00000079387	SUMO1/sentrin specific peptidase 1
SENP2	ENSG00000163904	SUMO1/sentrin/SMT3 specific peptidase 2
SENP3	ENSG00000161956	SUMO1/sentrin/SMT3 specific peptidase 3
SENP5	ENSG00000119231	SUMO1/sentrin specific peptidase 5
SENP6	ENSG00000112701	SUMO1/sentrin specific peptidase 6
SENP7	ENSG00000138468	SUMO1/sentrin specific peptidase 7
SENP8	ENSG00000166192	SUMO/sentrin peptidase family member, NEDD8 specific
SEPHS1	ENSG00000086475	selenophosphate synthetase 1
SEPHS2	ENSG00000179918	selenophosphate synthetase 2
SEPN1	ENSG00000162430	selenoprotein N, 1
SEPSECS	ENSG00000109618	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
